Base-NoC 13.87594391 13.87594391 13.87594391 13.87594391 13.87594391 13.87594391 13.87594391
SBR 17.45469256 72.26860841 15.75546117 16.41322816 16.79692557 23.59385113 23.59385113
SBR-SZA 18.38781014 91.13592233 16.13261866 17.00559601 17.51483279 26.53559871 26.53559871
