"SBR vs Base-NoC" 0.2562 4.144 0.1357 0.1823 0.2095 0.6916 0.6916
"SBR-SZA vs Base-NoC" 0.3249 5.5525 0.1629 0.2256 0.2622 0.9104 0.9104
