# SBR Seed Base-NoC SBR SBR-SZA
(0,0) 13.28529992 14.42046864 14.42046864
(0,1) 13.28529992 14.42046864 14.42046864
(0,2) 13.29689095 14.47033001 14.47033001
(0,3) 13.29689095 14.47033001 14.47033001
(0,4) 13.31594646 14.48982672 14.48982672
(0,5) 13.31594646 14.48982672 14.48982672
(0,6) 13.33443724 14.51155712 14.51155712
(0,7) 13.28529992 14.51815686 14.60495846
(0,8) 13.28529992 14.70984897 14.70984897
(0,9) 13.28529992 14.53250194 14.57012941
(0,10) 13.28529992 14.57012941 14.57012941
(0,11) 13.28529992 14.57012941 14.57012941
(0,12) 13.28529992 14.67315431 14.67315431
(1,0) 13.28529992 14.42046864 14.42046864
(1,1) 13.28529992 14.42046864 14.42046864
(1,2) 13.29142318 14.50686837 14.50686837
(1,3) 13.29142318 14.50686837 14.50686837
(1,4) 13.29712693 14.50997235 14.50997235
(1,5) 13.29712693 14.50997235 14.50997235
(1,6) 13.29764526 14.50800992 14.50800992
(1,7) 13.28529992 14.51792996 14.51792996
(1,8) 13.28529992 14.72068971 14.53250194
(1,9) 13.28529992 14.53250194 14.53250194
(1,10) 13.28529992 14.57012941 14.57012941
(1,11) 13.28529992 14.62217759 14.66431028
(1,12) 13.28529992 14.67315431 14.67315431
(2,0) 13.28529992 14.42046864 14.42046864
(2,1) 13.28529992 14.42046864 14.34513806
(2,2) 13.28529992 14.34513806 14.34513806
(2,3) 13.30315942 14.36299756 14.36299756
(2,4) 13.37006346 14.8480962 14.85411055
(2,5) 13.3760778 14.85411055 14.91933855
(2,6) 13.44329042 14.91933855 14.91933855
(2,7) 13.28529992 14.53482136 14.53482136
(2,8) 13.28529992 14.7412115 14.53250194
(2,9) 13.28529992 14.53250194 14.53250194
(2,10) 13.28529992 14.57012941 14.57012941
(2,11) 13.28529992 14.62217759 14.66431028
(2,12) 13.28529992 14.67315431 14.67315431
(3,0) 13.28529992 14.42046864 14.42046864
(3,1) 13.28529992 14.42046864 14.45004219
(3,2) 13.30271974 14.37471162 14.39221211
(3,3) 13.32022023 14.39221211 14.39221211
(3,4) 13.38659786 14.91923015 14.91923015
(3,5) 13.39851159 14.88563745 14.88563745
(3,6) 13.39920338 14.88512264 14.88512264
(3,7) 13.28529992 14.53482136 14.78452859
(3,8) 13.28529992 14.75140936 14.53250194
(3,9) 13.28529992 14.53250194 14.53250194
(3,10) 13.28529992 14.57012941 14.57012941
(3,11) 13.28529992 14.62217759 14.66431028
(3,12) 13.28529992 14.67315431 14.67315431
(4,0) 13.28529992 14.42046864 14.42046864
(4,1) 13.28529992 14.42046864 14.42046864
(4,2) 13.30777002 14.46151422 14.53790719
(4,3) 13.31981484 14.53790719 14.53790719
(4,4) 13.39506676 14.61549213 14.61549213
(4,5) 13.39506676 14.61549213 14.61549213
(4,6) 13.53778542 14.75718017 14.75718017
(4,7) 13.28529992 14.52375371 14.52375371
(4,8) 13.28529992 14.76182152 14.53250194
(4,9) 13.28529992 14.53250194 14.53250194
(4,10) 13.28529992 14.57012941 14.57012941
(4,11) 13.28529992 14.62217759 14.66431028
(4,12) 13.28529992 14.67315431 14.67315431
(5,0) 13.28529992 14.42046864 14.42046864
(5,1) 13.28529992 14.42046864 14.42046864
(5,2) 13.31034356 14.46993672 14.46993672
(5,3) 13.31034356 14.49841259 14.49841259
(5,4) 13.31069651 14.50012795 14.5693398
(5,5) 13.37793132 14.56736275 14.5693398
(5,6) 13.81798893 15.00632822 15.00830527
(5,7) 13.28529992 14.52375371 14.52375371
(5,8) 13.28529992 14.91915098 14.73171954
(5,9) 13.28529992 14.68983141 14.57012941
(5,10) 13.28529992 14.57012941 14.66431028
(5,11) 13.28529992 14.67315431 14.71528699
(5,12) 13.28529992 14.746468 14.746468
(6,0) 13.28529992 14.42046864 14.42046864
(6,1) 13.28529992 14.42046864 14.42046864
(6,2) 13.31019431 14.47593493 14.47593493
(6,3) 13.31639017 14.39744895 14.80216825
(6,4) 13.39480456 14.96626133 14.80216825
(6,5) 13.46150893 15.0329657 14.86887262
(6,6) 13.46207164 15.03178633 14.86735138
(6,7) 13.28529992 14.52375371 14.52375371
(6,8) 13.28529992 14.91915098 14.91915098
(6,9) 13.28529992 14.74138797 14.62168598
(6,10) 13.28529992 14.62168598 14.62168598
(6,11) 13.28529992 14.746468 14.746468
(6,12) 13.28529992 14.746468 14.746468
(7,0) 13.28529992 14.15464752 14.15464752
(7,1) 13.28529992 14.15464752 14.15464752
(7,2) 13.31020641 14.1956931 14.1956931
(7,3) 13.31732197 14.20026739 15.75707655
(7,4) 13.54505023 15.36418828 15.75707655
(7,5) 13.7617542 16.77057731 17.16346558
(7,6) 13.83909158 16.84793888 16.84793888
(7,7) 13.28529992 14.33854487 14.33854487
