Base-NoC 13.33440212 13.33440212 13.33440212 13.33440212 13.33440212 13.33440212 13.33440212
SBR 14.10305117 26.88190936 13.39598033 13.66968517 13.82934633 16.65762971 16.65762971
SBR-SZA 14.13732286 27.78468589 13.40318125 13.6873651 13.85313901 16.78970546 16.78970546
