"SBR vs Base-NoC" 0.057479916 1.010602834 0.004615444 0.025079111 0.037016249 0.248474134 0.248474134
"SBR-SZA vs Base-NoC" 0.060032276 1.077753135 0.005154252 0.026397358 0.03878917 0.258301268 0.258301268
