#Seed Base SBR SBR-SZA
(0,0) 6.396449704 7.526627219 7.526627219
(0,1) 6.396449704 7.526627219 7.526627219
(0,2) 6.402366864 7.532544379 7.532544379
(0,3) 6.402366864 7.532544379 7.532544379
(0,4) 6.402366864 7.538461538 7.538461538
(0,5) 6.402366864 7.538461538 7.538461538
(0,6) 6.402366864 7.562130178 7.562130178
(0,7) 6.396449704 7.390532544 7.414201183
(0,8) 6.396449704 7.420118343 7.420118343
(0,9) 6.396449704 7.360946746 7.26035503
(0,10) 6.396449704 7.26035503 7.26035503
(0,11) 6.396449704 7.25443787 7.25443787
(0,12) 6.396449704 7.420118343 7.420118343
(1,0) 6.396449704 7.526627219 7.526627219
(1,1) 6.402366864 7.532544379 7.532544379
(1,2) 6.402366864 7.50887574 7.50887574
(1,3) 6.408284024 7.514792899 7.514792899
(1,4) 6.402366864 7.455621302 7.455621302
(1,5) 6.408284024 7.461538462 7.461538462
(1,6) 6.402366864 7.455621302 7.455621302
(1,7) 6.402366864 7.473372781 7.473372781
(1,8) 6.396449704 7.520710059 7.396449704
(1,9) 6.402366864 7.402366864 7.402366864
(1,10) 6.396449704 7.26035503 7.26035503
(1,11) 6.402366864 7.349112426 7.426035503
(1,12) 6.396449704 7.420118343 7.420118343
(2,0) 6.396449704 7.526627219 7.526627219
(2,1) 6.402366864 7.544378698 7.473372781
(2,2) 6.402366864 7.461538462 7.461538462
(2,3) 6.414201183 7.473372781 7.473372781
(2,4) 6.414201183 7.443786982 7.437869822
(2,5) 6.414201183 7.449704142 7.485207101
(2,6) 6.414201183 7.485207101 7.485207101
(2,7) 6.402366864 7.50295858 7.50295858
(2,8) 6.396449704 7.426035503 7.402366864
(2,9) 6.402366864 7.414201183 7.414201183
(2,10) 6.396449704 7.26035503 7.26035503
(2,11) 6.402366864 7.337278107 7.414201183
(2,12) 6.396449704 7.420118343 7.420118343
(3,0) 6.396449704 7.50295858 7.50295858
(3,1) 6.402366864 7.485207101 7.467455621
(3,2) 6.402366864 7.437869822 7.461538462
(3,3) 6.414201183 7.455621302 7.455621302
(3,4) 6.414201183 7.520710059 7.520710059
(3,5) 6.414201183 7.467455621 7.467455621
(3,6) 6.414201183 7.449704142 7.449704142
(3,7) 6.402366864 7.431952663 7.437869822
(3,8) 6.396449704 7.437869822 7.414201183
(3,9) 6.402366864 7.420118343 7.420118343
(3,10) 6.396449704 7.278106509 7.278106509
(3,11) 6.402366864 7.349112426 7.426035503
(3,12) 6.396449704 7.426035503 7.426035503
(4,0) 6.396449704 7.485207101 7.485207101
(4,1) 6.402366864 7.49112426 7.49112426
(4,2) 6.402366864 7.50887574 7.479289941
(4,3) 6.414201183 7.49112426 7.49112426
(4,4) 6.414201183 7.49704142 7.514792899
(4,5) 6.414201183 7.514792899 7.514792899
(4,6) 6.414201183 7.485207101 7.485207101
(4,7) 6.402366864 7.473372781 7.473372781
(4,8) 6.396449704 7.402366864 7.414201183
(4,9) 6.402366864 7.431952663 7.431952663
(4,10) 6.396449704 7.26035503 7.26035503
(4,11) 6.402366864 7.355029586 7.431952663
(4,12) 6.396449704 7.414201183 7.414201183
(5,0) 6.396449704 7.485207101 7.485207101
(5,1) 6.402366864 7.49112426 7.49112426
(5,2) 6.402366864 7.473372781 7.473372781
(5,3) 6.414201183 7.485207101 7.485207101
(5,4) 6.414201183 7.479289941 7.50887574
(5,5) 6.414201183 7.50295858 7.514792899
(5,6) 6.414201183 7.50295858 7.50887574
(5,7) 6.402366864 7.414201183 7.414201183
(5,8) 6.396449704 7.414201183 7.437869822
(5,9) 6.402366864 7.414201183 7.272189349
(5,10) 6.396449704 7.26035503 7.426035503
(5,11) 6.402366864 7.349112426 7.426035503
(5,12) 6.396449704 7.420118343 7.420118343
(6,0) 6.396449704 7.485207101 7.485207101
(6,1) 6.402366864 7.49112426 7.49112426
(6,2) 6.402366864 7.49112426 7.49112426
(6,3) 6.414201183 7.526627219 7.473372781
(6,4) 6.414201183 7.49112426 7.473372781
(6,5) 6.414201183 7.485207101 7.461538462
(6,6) 6.414201183 7.473372781 7.461538462
(6,7) 6.402366864 7.396449704 7.396449704
(6,8) 6.396449704 7.384615385 7.384615385
(6,9) 6.402366864 7.349112426 7.266272189
(6,10) 6.396449704 7.26035503 7.26035503
(6,11) 6.402366864 7.355029586 7.355029586
(6,12) 6.396449704 7.408284024 7.408284024
(7,0) 6.396449704 7.396449704 7.396449704
(7,1) 6.396449704 7.396449704 7.396449704
(7,2) 6.408284024 7.384615385 7.384615385
(7,3) 6.414201183 7.360946746 7.390532544
(7,4) 6.414201183 7.437869822 7.396449704
(7,5) 6.414201183 7.467455621 7.420118343
(7,6) 6.414201183 7.473372781 7.473372781
(7,7) 6.396449704 7.49704142 7.49704142
(7,8) 6.402366864 7.426035503 7.50887574
(7,9) 6.396449704 7.50295858 7.50295858
(7,10) 6.402366864 7.461538462 7.461538462
(7,11) 6.396449704 7.568047337 7.585798817
(7,12) 6.396449704 7.609467456 7.609467456
(8,0) 6.396449704 7.390532544 7.390532544
(8,1) 6.396449704 7.396449704 7.396449704
(8,2) 6.408284024 7.372781065 7.372781065
(8,3) 6.414201183 7.396449704 7.50887574
(8,4) 6.414201183 7.449704142 7.461538462
(8,5) 6.414201183 7.461538462 7.461538462
(8,6) 6.414201183 7.585798817 7.585798817
(8,7) 6.396449704 7.538461538 7.538461538
(8,8) 6.402366864 7.437869822 7.49704142
(8,9) 6.396449704 7.485207101 7.485207101
(8,10) 6.402366864 7.467455621 7.568047337
(8,11) 6.396449704 7.556213018 7.573964497
(8,12) 6.396449704 7.609467456 7.609467456
(9,0) 6.396449704 7.390532544 7.390532544
(9,1) 6.396449704 7.390532544 7.390532544
(9,2) 6.408284024 7.372781065 7.372781065
(9,3) 6.414201183 7.384615385 7.384615385
(9,4) 6.414201183 7.414201183 7.426035503
(9,5) 6.414201183 7.426035503 7.426035503
(9,6) 6.414201183 7.544378698 7.514792899
(9,7) 6.396449704 7.550295858 7.426035503
(9,8) 6.402366864 7.437869822 7.437869822
(9,9) 6.396449704 7.485207101 7.485207101
(9,10) 6.402366864 7.473372781 7.573964497
(9,11) 6.396449704 7.556213018 7.573964497
(9,12) 6.396449704 7.609467456 7.609467456
(10,0) 6.396449704 7.390532544 7.390532544
(10,1) 6.396449704 7.390532544 7.390532544
(10,2) 6.408284024 7.390532544 7.390532544
(10,3) 6.408284024 7.378698225 7.378698225
(10,4) 6.408284024 7.402366864 7.426035503
(10,5) 6.408284024 7.420118343 7.467455621
(10,6) 6.408284024 7.467455621 7.467455621
(10,7) 6.396449704 7.597633136 7.437869822
(10,8) 6.402366864 7.449704142 7.49704142
(10,9) 6.396449704 7.479289941 7.573964497
(10,10) 6.402366864 7.473372781 7.573964497
(10,11) 6.396449704 7.568047337 7.585798817
(10,12) 6.396449704 7.609467456 7.609467456
(11,0) 6.396449704 7.402366864 7.402366864
(11,1) 6.402366864 7.402366864 7.402366864
(11,2) 6.408284024 7.402366864 7.402366864
(11,3) 6.402366864 7.426035503 7.396449704
(11,4) 6.408284024 7.437869822 7.437869822
(11,5) 6.402366864 7.455621302 7.455621302
(11,6) 6.408284024 7.455621302 7.455621302
(11,7) 6.396449704 7.443786982 7.443786982
(11,8) 6.402366864 7.449704142 7.449704142
(11,9) 6.396449704 7.514792899 7.514792899
(11,10) 6.402366864 7.49704142 7.49704142
(11,11) 6.396449704 7.603550296 7.603550296
(11,12) 6.396449704 7.621301775 7.621301775
(12,0) 6.396449704 7.390532544 7.390532544
(12,1) 6.396449704 7.396449704 7.396449704
(12,2) 6.402366864 7.396449704 7.396449704
(12,3) 6.402366864 7.396449704 7.396449704
(12,4) 6.402366864 7.426035503 7.449704142
(12,5) 6.402366864 7.437869822 7.443786982
(12,6) 6.402366864 7.449704142 7.449704142
(12,7) 6.396449704 7.479289941 7.479289941
(12,8) 6.396449704 7.431952663 7.461538462
(12,9) 6.396449704 7.479289941 7.479289941
(12,10) 6.396449704 7.467455621 7.49112426
(12,11) 6.396449704 7.49704142 7.49704142
(12,12) 6.396449704 7.609467456 7.609467456
