"Base-NoC" 12.64347241 12.64347241 12.64347241 12.64347241 12.64347241 12.64347241 12.64347241
"SBR" 14.61519269 65.17212283 13.04792785 13.65461101 14.00850952 20.27756886 20.27756886
"SBR-SZA" 14.59544154 62.82996853 13.1001712 13.67898553 14.01662722 19.99770856 19.99770856
